#All ATL transformations, general case, 100 attributes, varying classes

#classes		ATL0	a		b		c		d
10	96.891	36.348	30.072	31.258	69.507
50	468.434	176.440	181.780	243.478	1027.175
100	1099.085	536.667	503.196	788.879	4205.642
500	12289.769	9302.359	9077.721	16271.372	110577.516
1000	42904.844	36979.220	36793.566	66466.980	616474.200
