#All ATL transformations, worst case, 100 attributes, varying classes

#classes		ATL0	a		b		c		d
10	113.218	41.369	38.917	40.650	65.295
50	486.059	177.799	175.917	245.199	1042.243
100	1155.026	515.466	517.549	789.894	4202.512
500	12752.893	9315.563	9078.628	16277.476	110101.220
1000	43769.377	36980.645	36754.793	66449.070	613294.100
